20,12.11
22,12.40
25,12.51
28,12.62
30,12.66
32,12.78
35,12.84
38,14.12
40,14.46
42,14.61
45,14.82
48,15.50
50,15.95
52,16.65
55,17.73
58,18.98
60,20.64
62,20.95
65,21.33
68,21.85
70,23.30
72,24.07
75,24.78
78,26.22
80,26.80
82,28.97
85,31.22
88,31.44
90,36.93
92,37.76
95,38.59
96,39.47
98,41.66
100,43.86
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
